0,1,2,3,4,5,6,7,8,9
10,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 218, ""top"": 591, ""right"": 545, ""bottom"": 1074}, ""score"": 0.999794065952301}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 475, ""right"": 1188, ""bottom"": 887}, ""score"": 0.9994646906852722}, {""class_id"": 0, ""bounding_box"": {""left"": 613, ""top"": 293, ""right"": 702, ""bottom"": 474}, ""score"": 0.9985983967781067}, {""class_id"": 0, ""bounding_box"": {""left"": 1352, ""top"": 288, ""right"": 1434, ""bottom"": 493}, ""score"": 0.9980230331420898}, {""class_id"": 0, ""bounding_box"": {""left"": 752, ""top"": 282, ""right"": 818, ""bottom"": 509}, ""score"": 0.9962053894996643}, {""class_id"": 0, ""bounding_box"": {""left"": 1539, ""top"": 392, ""right"": 1646, ""bottom"": 654}, ""score"": 0.9801921844482422}, {""class_id"": 0, ""bounding_box"": {""left"": 1662, ""top"": 427, ""right"": 1860, ""bottom"": 778}, ""score"": 0.9794671535491943}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 325, ""right"": 1014, ""bottom"": 536}, ""score"": 0.8528478741645813}]}}"
11,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 218, ""top"": 591, ""right"": 545, ""bottom"": 1074}, ""score"": 0.9997989535331726}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 475, ""right"": 1188, ""bottom"": 887}, ""score"": 0.9994646906852722}, {""class_id"": 0, ""bounding_box"": {""left"": 613, ""top"": 293, ""right"": 702, ""bottom"": 474}, ""score"": 0.9986146688461304}, {""class_id"": 0, ""bounding_box"": {""left"": 1352, ""top"": 288, ""right"": 1434, ""bottom"": 493}, ""score"": 0.9979962110519409}, {""class_id"": 0, ""bounding_box"": {""left"": 752, ""top"": 282, ""right"": 818, ""bottom"": 508}, ""score"": 0.9963499307632446}, {""class_id"": 0, ""bounding_box"": {""left"": 1539, ""top"": 392, ""right"": 1647, ""bottom"": 654}, ""score"": 0.9815642237663269}, {""class_id"": 0, ""bounding_box"": {""left"": 1662, ""top"": 428, ""right"": 1861, ""bottom"": 777}, ""score"": 0.9797465801239014}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 325, ""right"": 1014, ""bottom"": 536}, ""score"": 0.8589659333229065}]}}"
12,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 218, ""top"": 591, ""right"": 545, ""bottom"": 1074}, ""score"": 0.9998021721839905}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 475, ""right"": 1188, ""bottom"": 887}, ""score"": 0.9994686245918274}, {""class_id"": 0, ""bounding_box"": {""left"": 614, ""top"": 293, ""right"": 702, ""bottom"": 474}, ""score"": 0.998606264591217}, {""class_id"": 0, ""bounding_box"": {""left"": 1352, ""top"": 288, ""right"": 1434, ""bottom"": 493}, ""score"": 0.9979971051216125}, {""class_id"": 0, ""bounding_box"": {""left"": 752, ""top"": 282, ""right"": 818, ""bottom"": 509}, ""score"": 0.996340274810791}, {""class_id"": 0, ""bounding_box"": {""left"": 1661, ""top"": 445, ""right"": 1860, ""bottom"": 776}, ""score"": 0.982653796672821}, {""class_id"": 0, ""bounding_box"": {""left"": 1538, ""top"": 391, ""right"": 1646, ""bottom"": 654}, ""score"": 0.9826248288154602}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 325, ""right"": 1014, ""bottom"": 536}, ""score"": 0.8548348546028137}]}}"
13,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 252, ""top"": 594, ""right"": 573, ""bottom"": 1074}, ""score"": 0.9996888637542725}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 487, ""right"": 1189, ""bottom"": 901}, ""score"": 0.9995087385177612}, {""class_id"": 0, ""bounding_box"": {""left"": 611, ""top"": 295, ""right"": 702, ""bottom"": 475}, ""score"": 0.9991648197174072}, {""class_id"": 0, ""bounding_box"": {""left"": 750, ""top"": 281, ""right"": 825, ""bottom"": 516}, ""score"": 0.9964826107025146}, {""class_id"": 0, ""bounding_box"": {""left"": 1648, ""top"": 440, ""right"": 1877, ""bottom"": 785}, ""score"": 0.9963480830192566}, {""class_id"": 0, ""bounding_box"": {""left"": 1348, ""top"": 294, ""right"": 1439, ""bottom"": 502}, ""score"": 0.9909253120422363}, {""class_id"": 0, ""bounding_box"": {""left"": 1538, ""top"": 401, ""right"": 1653, ""bottom"": 670}, ""score"": 0.7421936392784119}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 332, ""right"": 1012, ""bottom"": 537}, ""score"": 0.702318012714386}]}}"
14,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 253, ""top"": 594, ""right"": 573, ""bottom"": 1074}, ""score"": 0.9996840953826904}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 487, ""right"": 1189, ""bottom"": 901}, ""score"": 0.999506950378418}, {""class_id"": 0, ""bounding_box"": {""left"": 611, ""top"": 295, ""right"": 702, ""bottom"": 475}, ""score"": 0.9991468191146851}, {""class_id"": 0, ""bounding_box"": {""left"": 750, ""top"": 281, ""right"": 825, ""bottom"": 516}, ""score"": 0.9966776371002197}, {""class_id"": 0, ""bounding_box"": {""left"": 1648, ""top"": 440, ""right"": 1877, ""bottom"": 785}, ""score"": 0.9963397979736328}, {""class_id"": 0, ""bounding_box"": {""left"": 1344, ""top"": 294, ""right"": 1441, ""bottom"": 505}, ""score"": 0.991299569606781}, {""class_id"": 0, ""bounding_box"": {""left"": 1538, ""top"": 401, ""right"": 1653, ""bottom"": 670}, ""score"": 0.7503981590270996}, {""class_id"": 0, ""bounding_box"": {""left"": 964, ""top"": 332, ""right"": 1012, ""bottom"": 537}, ""score"": 0.7363709807395935}]}}"
15,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 252, ""top"": 594, ""right"": 573, ""bottom"": 1074}, ""score"": 0.9996957778930664}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 487, ""right"": 1189, ""bottom"": 902}, ""score"": 0.9995059967041016}, {""class_id"": 0, ""bounding_box"": {""left"": 611, ""top"": 295, ""right"": 702, ""bottom"": 475}, ""score"": 0.9991708993911743}, {""class_id"": 0, ""bounding_box"": {""left"": 750, ""top"": 281, ""right"": 825, ""bottom"": 516}, ""score"": 0.9966458678245544}, {""class_id"": 0, ""bounding_box"": {""left"": 1648, ""top"": 440, ""right"": 1877, ""bottom"": 785}, ""score"": 0.9963816404342651}, {""class_id"": 0, ""bounding_box"": {""left"": 1344, ""top"": 295, ""right"": 1440, ""bottom"": 505}, ""score"": 0.9909465312957764}, {""class_id"": 0, ""bounding_box"": {""left"": 1537, ""top"": 401, ""right"": 1653, ""bottom"": 670}, ""score"": 0.7457841038703918}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 332, ""right"": 1012, ""bottom"": 537}, ""score"": 0.7365320324897766}]}}"
16,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 252, ""top"": 594, ""right"": 574, ""bottom"": 1074}, ""score"": 0.999716579914093}, {""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 487, ""right"": 1189, ""bottom"": 902}, ""score"": 0.9995074272155762}, {""class_id"": 0, ""bounding_box"": {""left"": 611, ""top"": 295, ""right"": 702, ""bottom"": 475}, ""score"": 0.9991656541824341}, {""class_id"": 0, ""bounding_box"": {""left"": 750, ""top"": 281, ""right"": 825, ""bottom"": 516}, ""score"": 0.9966224431991577}, {""class_id"": 0, ""bounding_box"": {""left"": 1648, ""top"": 440, ""right"": 1877, ""bottom"": 785}, ""score"": 0.9963330030441284}, {""class_id"": 0, ""bounding_box"": {""left"": 1344, ""top"": 295, ""right"": 1440, ""bottom"": 505}, ""score"": 0.991538941860199}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 332, ""right"": 1012, ""bottom"": 537}, ""score"": 0.7264002561569214}, {""class_id"": 0, ""bounding_box"": {""left"": 1538, ""top"": 402, ""right"": 1652, ""bottom"": 669}, ""score"": 0.7189913392066956}]}}"
17,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 501, ""right"": 1193, ""bottom"": 914}, ""score"": 0.9994210004806519}, {""class_id"": 0, ""bounding_box"": {""left"": 256, ""top"": 594, ""right"": 571, ""bottom"": 1074}, ""score"": 0.9993934631347656}, {""class_id"": 0, ""bounding_box"": {""left"": 609, ""top"": 301, ""right"": 702, ""bottom"": 476}, ""score"": 0.9992085099220276}, {""class_id"": 0, ""bounding_box"": {""left"": 1639, ""top"": 436, ""right"": 1882, ""bottom"": 783}, ""score"": 0.9975714087486267}, {""class_id"": 0, ""bounding_box"": {""left"": 748, ""top"": 288, ""right"": 826, ""bottom"": 526}, ""score"": 0.9973107576370239}, {""class_id"": 0, ""bounding_box"": {""left"": 1338, ""top"": 303, ""right"": 1441, ""bottom"": 500}, ""score"": 0.9951971173286438}, {""class_id"": 0, ""bounding_box"": {""left"": 964, ""top"": 332, ""right"": 1012, ""bottom"": 538}, ""score"": 0.953600287437439}]}}"
18,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 501, ""right"": 1193, ""bottom"": 914}, ""score"": 0.9994263648986816}, {""class_id"": 0, ""bounding_box"": {""left"": 256, ""top"": 594, ""right"": 571, ""bottom"": 1074}, ""score"": 0.9993929862976074}, {""class_id"": 0, ""bounding_box"": {""left"": 609, ""top"": 301, ""right"": 702, ""bottom"": 476}, ""score"": 0.999176561832428}, {""class_id"": 0, ""bounding_box"": {""left"": 1639, ""top"": 436, ""right"": 1882, ""bottom"": 783}, ""score"": 0.9976231455802917}, {""class_id"": 0, ""bounding_box"": {""left"": 749, ""top"": 288, ""right"": 826, ""bottom"": 526}, ""score"": 0.997292697429657}, {""class_id"": 0, ""bounding_box"": {""left"": 1338, ""top"": 303, ""right"": 1441, ""bottom"": 500}, ""score"": 0.9951837658882141}, {""class_id"": 0, ""bounding_box"": {""left"": 964, ""top"": 332, ""right"": 1013, ""bottom"": 538}, ""score"": 0.917012631893158}]}}"
19,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 501, ""right"": 1193, ""bottom"": 914}, ""score"": 0.9994211196899414}, {""class_id"": 0, ""bounding_box"": {""left"": 256, ""top"": 594, ""right"": 572, ""bottom"": 1074}, ""score"": 0.9994086027145386}, {""class_id"": 0, ""bounding_box"": {""left"": 609, ""top"": 301, ""right"": 702, ""bottom"": 476}, ""score"": 0.9991762042045593}, {""class_id"": 0, ""bounding_box"": {""left"": 1640, ""top"": 437, ""right"": 1883, ""bottom"": 783}, ""score"": 0.9975372552871704}, {""class_id"": 0, ""bounding_box"": {""left"": 749, ""top"": 288, ""right"": 826, ""bottom"": 526}, ""score"": 0.9972848892211914}, {""class_id"": 0, ""bounding_box"": {""left"": 1338, ""top"": 303, ""right"": 1442, ""bottom"": 500}, ""score"": 0.9951693415641785}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 332, ""right"": 1012, ""bottom"": 539}, ""score"": 0.9164426922798157}]}}"
20,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 1049, ""top"": 501, ""right"": 1193, ""bottom"": 914}, ""score"": 0.9994136095046997}, {""class_id"": 0, ""bounding_box"": {""left"": 256, ""top"": 593, ""right"": 572, ""bottom"": 1074}, ""score"": 0.9993816614151001}, {""class_id"": 0, ""bounding_box"": {""left"": 609, ""top"": 301, ""right"": 702, ""bottom"": 476}, ""score"": 0.9991944432258606}, {""class_id"": 0, ""bounding_box"": {""left"": 1640, ""top"": 437, ""right"": 1883, ""bottom"": 783}, ""score"": 0.9975863695144653}, {""class_id"": 0, ""bounding_box"": {""left"": 748, ""top"": 288, ""right"": 826, ""bottom"": 526}, ""score"": 0.9974519610404968}, {""class_id"": 0, ""bounding_box"": {""left"": 1338, ""top"": 303, ""right"": 1441, ""bottom"": 500}, ""score"": 0.9949350953102112}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 335, ""right"": 1012, ""bottom"": 539}, ""score"": 0.9147627949714661}]}}"
21,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 267, ""top"": 593, ""right"": 552, ""bottom"": 1074}, ""score"": 0.9993354678153992}, {""class_id"": 0, ""bounding_box"": {""left"": 1046, ""top"": 513, ""right"": 1210, ""bottom"": 933}, ""score"": 0.9991291165351868}, {""class_id"": 0, ""bounding_box"": {""left"": 607, ""top"": 306, ""right"": 701, ""bottom"": 477}, ""score"": 0.9988312125205994}, {""class_id"": 0, ""bounding_box"": {""left"": 1329, ""top"": 297, ""right"": 1441, ""bottom"": 501}, ""score"": 0.9975213408470154}, {""class_id"": 0, ""bounding_box"": {""left"": 749, ""top"": 290, ""right"": 825, ""bottom"": 530}, ""score"": 0.9971333742141724}, {""class_id"": 0, ""bounding_box"": {""left"": 1629, ""top"": 441, ""right"": 1893, ""bottom"": 784}, ""score"": 0.997128427028656}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 333, ""right"": 1011, ""bottom"": 539}, ""score"": 0.9404091835021973}]}}"
22,"{""perception"": {""object_detection_list"": [{""class_id"": 0, ""bounding_box"": {""left"": 267, ""top"": 593, ""right"": 552, ""bottom"": 1075}, ""score"": 0.999334990978241}, {""class_id"": 0, ""bounding_box"": {""left"": 1046, ""top"": 513, ""right"": 1211, ""bottom"": 933}, ""score"": 0.9991150498390198}, {""class_id"": 0, ""bounding_box"": {""left"": 607, ""top"": 306, ""right"": 701, ""bottom"": 477}, ""score"": 0.9988271594047546}, {""class_id"": 0, ""bounding_box"": {""left"": 1329, ""top"": 297, ""right"": 1441, ""bottom"": 501}, ""score"": 0.9976791739463806}, {""class_id"": 0, ""bounding_box"": {""left"": 1629, ""top"": 441, ""right"": 1893, ""bottom"": 784}, ""score"": 0.9972012042999268}, {""class_id"": 0, ""bounding_box"": {""left"": 749, ""top"": 290, ""right"": 825, ""bottom"": 530}, ""score"": 0.9970766305923462}, {""class_id"": 0, ""bounding_box"": {""left"": 963, ""top"": 333, ""right"": 1011, ""bottom"": 539}, ""score"": 0.9425457119941711}]}}"
